html_line,old_start,old_end,html_text,new_start,new_end,new_text,match_score,txt_match,txt_score,is_scripture,flag,notes
1315,3202,3214,"and he placed him upon the altar atop the wood ,",2391,2395,"From there, Yahweh scattered them upon the face of all the land.",0.537,"and he placed him upon the altar atop the wood,",1.000,YES,SCRIPTURE_OK,
1316,3214,3230,"10 and Avraham sent out his hand ,",3399,3407,"And Avraham sent out his hand, and he took the eater, the knife, to slay his son.",0.532,"10 and Avraham sent out his hand,",1.000,YES,SCRIPTURE_OK,
1318,3214,3230,"and he took the eater [= knife] to slay his son ,",3399,3407,"And Avraham sent out his hand, and he took the eater, the knife, to slay his son.",0.717,"and he took the eater [= knife] to slay his son,",1.000,YES,SCRIPTURE_OK,
1321,3214,3230,,3384,3399,"And they went to the place which Elohim said to him, and Avraham built there an altar, and he arranged the wood, and he bound up Yitzhak his son, and he placed him upon the altar, a top the wood.",0.000,…,1.000,YES,HEADING_SKIP,
1324,3214,3230,,3384,3399,"And they went to the place which Elohim said to him, and Avraham built there an altar, and he arranged the wood, and he bound up Yitzhak his son, and he placed him upon the altar, a top the wood.",0.000,…,1.000,YES,HEADING_SKIP,
1326,3214,3230,,3384,3399,"And they went to the place which Elohim said to him, and Avraham built there an altar, and he arranged the wood, and he bound up Yitzhak his son, and he placed him upon the altar, a top the wood.",0.000,…,1.000,YES,HEADING_SKIP,
1327,3230,3240,"11 and the messenger of Yahweh called to him from the skies ,",3270,3275,"And he said to him, Avraham, and he said, look, it's me.",0.514,"11 and the messenger of Yahweh called to him from the skies,",1.000,YES,SCRIPTURE_OK,
1329,3230,3240,"and he said ,",2610,2613,"And Sarah was barren, she had no child.",0.417,"And he said,",1.000,YES,HEADING_SKIP,
1330,3230,3240,“Avraham! Avraham!”,2610,2613,"And Sarah was barren, she had no child.",0.385,“Avraham! Avraham!”,1.000,YES,HEADING_SKIP,
1331,3230,3240,"and he said ,",2610,2613,"And Sarah was barren, she had no child.",0.417,"And he said,",1.000,YES,HEADING_SKIP,
1332,3230,3240,"“Look, it’s me!",3195,3199,Part 3. The Melody points to Jesus.,0.364,"“Look, it’s me!”",1.000,YES,HEADING_SKIP,
1333,3240,3257,"12 And he said ,",2610,2613,"And Sarah was barren, she had no child.",0.392,"12 And he said,",1.000,YES,SCRIPTURE_LOW_CONF,
1335,3240,3257,“ Don’t send out your hand toward the young one!,3431,3436,"And you didn't withhold your son, your only one for me.",0.458,“Don’t send out your hand toward the young one!,1.000,YES,SCRIPTURE_OK,
1337,3240,3257,"And don’t do anything to him,",2373,2375,Dangerous notes are beginning to play.,0.469,"And don’t do anything to him,",1.000,YES,SCRIPTURE_OK,
1338,3240,3257,"because now I know that you are one who fears Elohim,",3946,3952,Elizabeth from the Hebrew Ely Sheva means My Elohim's Oath.,0.459,"because now I know that you are one who fears Elohim,",1.000,YES,SCRIPTURE_OK,
1340,3240,3257,"and you didn’t withhold your son, your only one , from me.”",3431,3436,"And you didn't withhold your son, your only one for me.",0.971,"and you didn’t withhold your son, your only one, from me.”",1.000,YES,SCRIPTURE_OK,
1342,3257,3276,"13 And Avraham lifted his eyes ,",2620,2622,And Tarak died in Heron.,0.528,"13 And Avraham lifted his eyes,",1.000,YES,SCRIPTURE_OK,
1343,3257,3276,"and he saw (ראה) , and look, a ram afar, caught in a bramble by its horns,",3437,3454,"And Avraham lifted his eyes, and he saw, and looked, a ram afar, caught in a bramble by its horns, and Avraham went, and he took the ram, and he made it go up as a going up offering in the place of his son.",0.475,"and he saw  (ראה), and look, a ram afar, caught in a bramble by its horns,",1.000,YES,SCRIPTURE_OK,
1346,3257,3276,"and Avraham went and he took the ram ,",3399,3407,"And Avraham sent out his hand, and he took the eater, the knife, to slay his son.",0.602,"and Avraham went and he took the ram,",1.000,YES,SCRIPTURE_OK,
1347,3257,3276,"and he made it go up as a going-up offering in the place of his son ,",3287,3294,And make him go up there as a going up offering on one of the mountains which I will say to you.,0.609,"and he made it go up as a going-up offering in the place of his son,",1.000,YES,SCRIPTURE_OK,
1350,3276,3288,"14 and Avraham called the name of that place ,",2610,2613,"And Sarah was barren, she had no child.",0.494,"14 and Avraham called the name of that place,",1.000,YES,SCRIPTURE_OK,
1352,3276,3288,“Yahweh will see to it (יראה) . “,2940,2943,Only Yahweh sees this Egyptian slave girl.,0.448,“Yahweh will see to it  (יראה).“,1.000,YES,SCRIPTURE_OK,
1355,3276,3288,"Which is why, today, it is said,",2940,2943,Only Yahweh sees this Egyptian slave girl.,0.371,"Which is why, today, it is said,",1.000,YES,SCRIPTURE_LOW_CONF,
1356,3276,3288,"“On the mountain of Yahweh , it will be seen to (יראה) . ”",3455,3465,"And Avraham called the name of that place, Yahweh will see to it, which is why today it is said, on the mountain of Yahweh it will be seen to.",0.471,"“On the mountain of Yahweh, it will be seen to  (יראה).”",1.000,YES,SCRIPTURE_OK,
1360,3288,3303,"15 And the messenger of Yahweh called to Avraham a second time from the skies ,",3466,3482,"And the messenger of Yahweh called to Avraham a second time from the skies, and he said, I swear and oath, by myself, utterance of Yahweh, on account to the fact that you did this thing,",0.576,"15 And the messenger of Yahweh called to Avraham a second time from the skies,",1.000,YES,SCRIPTURE_OK,
1362,3303,3319,"16 and he said,",2610,2613,"And Sarah was barren, she had no child.",0.392,"16 and he said,",1.000,YES,HEADING_SKIP,
1363,3303,3319,"“ I swear an oath (שבע) by myself, utterance of Yahweh,",3466,3482,"And the messenger of Yahweh called to Avraham a second time from the skies, and he said, I swear and oath, by myself, utterance of Yahweh, on account to the fact that you did this thing,",0.393,"“I swear an oath  (שבע) by myself, utterance of Yahweh,",1.000,YES,SCRIPTURE_LOW_CONF,
1367,3303,3319,"on account of the fact that you did this thing ,",3262,3269,And it came about after these things that Elohim tested Avraham.,0.459,"on account of the fact that you did this thing,",1.000,YES,SCRIPTURE_OK,
1370,3303,3319,"and you did not withhold your son, your only one ,",3431,3436,"And you didn't withhold your son, your only one for me.",0.909,"and you did not withhold your son, your only one,",1.000,YES,SCRIPTURE_OK,
1372,3319,3334,"17 that I will certainly bless you,",4298,4299,God really loves you.,0.481,"17 that I will certainly bless you,",1.000,YES,SCRIPTURE_OK,
1374,3319,3334,"and I will certainly multiply your seed ,",3832,3836,"Let's read it again, all the nations will find blessing in your seed.",0.476,"and I will certainly multiply your seed,",1.000,YES,SCRIPTURE_OK,
1376,3319,3334,"like the stars of the skies ,",2555,2558,Will Avrum be the one who will crush the head of the snake?,0.494,"like the stars of the skies,",1.000,YES,SCRIPTURE_OK,
1378,3319,3334,"and like the sand upon the edge of the sea ,",2555,2558,Will Avrum be the one who will crush the head of the snake?,0.540,"and like the sand upon the edge of the sea,",1.000,YES,SCRIPTURE_OK,
1379,3319,3334,"and your seed will inherit the gate of their enemies,",2555,2558,Will Avrum be the one who will crush the head of the snake?,0.473,"and your seed will inherit the gate of their enemies,",1.000,YES,SCRIPTURE_OK,
1382,3334,3337,"18 and all the nations of the land will find blessing in your seed,",3832,3836,"Let's read it again, all the nations will find blessing in your seed.",0.773,"18 and all the nations of the land will find blessing in your seed,",1.000,YES,SCRIPTURE_OK,
1385,3334,3337,on the heel of the fact that you listened to my voice .”,3822,3830,And all the nations of the land will find blessing in your seed on the heel of the fact that you listen to my voice.,0.607,on the heel of the fact that you listened to my voice.”,1.000,YES,SCRIPTURE_OK,
1387,3337,3352,"19 And Avraham returned to his young men,",2610,2613,"And Sarah was barren, she had no child.",0.519,"19 And Avraham returned to his young men,",1.000,YES,SCRIPTURE_OK,
1389,3337,3352,and they arose and they went together as one to Beer- Sheva (=Well of Seven (שבע) ),3103,3110,"Elohim opened her eyes, and she saw a well of water at Badr Shiva, the well of seven.",0.570,and they arose and they went together as one to Beer-Sheva (=Well of Seven  (שבע)),0.993,YES,SCRIPTURE_OK,
1394,3337,3352,and Avraham dwelt in Beer- Sheva .,2620,2622,And Tarak died in Heron.,0.593,and Avraham dwelt in Beer-Sheva.,0.984,YES,SCRIPTURE_OK,
1397,3352,3400,"The collapse opens with a clear title in 22:1 stating that Avraham is tested . When you think ""test,"" try to imagine an experience that reveals the truth , not a stressful exam with right and wrong answers. It reveals what is already present through action. For example, Noah was called righteous in 6:9 by the narrator, but he still had to actually build the Ark in 6:22 and Yahweh sees the truth in 7:1. Likewise, Avraham was called righteous in 15:6, but he would still have to go through his test in Genesis 22.",3535,3553,"When you think tests try not to imagine an experience that, when you think tests try to imagine an experience that reveals the truth, not a stressful exam with right and wrong answers, it reveals what is already present through action.",0.694,,0.509,,LOW_CONFIDENCE+WHISPER_CHECK,
1406,3400,3453,"God is giving him a quest to reveal truth, not tempting him to do evil. There is a difference. God is asking him to trust in His wisdom beyond anything he can see with his eyes. It is clearly not a test God would give you or me, but the test fits the man if you reflect on Avraham's story. Jesus illustrated that tests are specific to the person when he spoke to the rich young ruler. That man's test was based on the thing that separated him from God, his wealth. He needed to trust God and give away all he had to the poor, then follow Jesus. In his case, it only revealed his inability to take a radical step of trust, and he went away downcast.",3566,3581,"Likewise, Avraham was called righteous in 15-6, but he would still have to go through his test in Genesis 22. God is giving him quest to reveal truth, not tempting him to do evil, there is a difference.",0.499,,0.607,,MANUAL_REVIEW,
1419,3453,3485,"When God chose ""Father Abraham"" to initiate His restoration plan, he knew exactly what test would reveal him and he knew that Avraham would trust his voice. In the same way, The Father knew what test would reveal The Son and he trusted the Son to complete it. That test reveals God to us. 9 Consider Psalm 22:31 and John 3:16.",3623,3636,"When God chose Father Abraham to initiate his restoration plan, he knew exactly what test would reveal him, and he knew that Avraham would trust his voice.",0.997,,0.291,,TEXT_CHANGED+WHISPER_CHECK,
1427,3485,3535,"The hyperlinks from Genesis 22 to Jesus are impossible to miss. It is a test for both the father and the son. However, they traveled together perfectly aligned, both before and after all the details are known. The phrase ""and the two of them went, together-as-one"" (yachad in Hebrew) is repeated three times. Isaac put the wood on his back and walked with his father at the same physical place where Jesus will later be lifted up on the cross. Keep in mind that all of this was written hundreds of years before Jesus ever walked the earth. That's worth a long walk and a cup of tea.",3654,3674,"The hyperlinks from Genesis 22 to Jesus are impossible to miss. It is a test for both the Father and the Son. However, they traveled together perfectly aligned, both before and after all the details are known, the phrase and the two of them went together as one.",0.854,"The hyperlinks from Genesis 22 to Jesus are impossible to miss. It is a test for both the father and the son. However, they traveled together perfectly aligned, both before and after all the details are known. The phrase “and the two of them went, together-as-one” (yachad in Hebrew) is repeated three times. Isaac put the wood on his back and walked with his father at the same physical place where Jesus will later be lifted up on the cross. Keep in mind that all of this was written hundreds of years before Jesus ever walked the earth. That’s worth a long walk and a cup of tea. Finally, Avraham’s collapse and Jesus' collapse end the same way, the son is returned to life. Avraham is revealed. Elohim sees. And a going-up offering of a ram substitutes for Avraham’s offspring. As always, God makes sure that creation, life, and blessing have the final say over a collapse.",0.801,,TEXT_CHANGED,
1438,3535,3557,"Finally, Avraham's collapse and Jesus' collapse end the same way, the son is returned to life. Avraham is revealed. Elohim sees. And a going-up offering of a ram substitutes for Avraham's offspring. As always, God makes sure that creation, life, and blessing have the final say over a collapse.",3695,3711,"Finally, Avraham's collapse and Jesus' collapse in the same way, the Son is returned to life. Avraham is revealed, Elohim sees, and a going up offering of a ram substitutes for Avraham's offspring.",0.989,,0.333,,TEXT_CHANGED+WHISPER_CHECK,
1446,3557,3600,"Before we leave this story, let's consider what it might have meant to Jesus. What thoughts raced through Jesus' head as he mentally recounted this story in the Garden of Gethsemane? And when did He fully grasp the details? John the Baptist publicly named Jesus as the ""Lamb of God"" in John 1:29. I think Jesus knew fully what that meant. God's character was known in Exodus 34:6-7, but Jesus would still have to go through the test.",3720,3735,"Before we leave this story, let's consider what it might have meant to Jesus. What thoughts raced through Jesus' head as he mentally recounted the story in the Garden of Cassimony? And when did he fully grasp the details?",0.784,"Before we leave this story, let’s consider what it might have meant to Jesus. What thoughts raced through Jesus’ head as he mentally recounted this story in the Garden of Gethsemane? And when did He fully grasp the details? John the Baptist publicly named Jesus as the “Lamb of God” in John 1:29. I think Jesus knew fully what that meant. Yahweh’s character has been known since Exodus 34:6-7, but Jesus would still have to go through the test. This plan, made before time began, is how God would reveal who He is to us. God loves you. He has said it in His Word, and He has shown it in His actions. He has passed the test to show that nothing will separate Him from joining us even when he knows it’s coming.",0.721,,LOW_CONFIDENCE,
1454,3593,3617,"This plan, made before time began, is how God would reveal who He is to us. God loves you. He has said it in His Word, and He has shown it in His actions. He has passed the test to show that nothing will separate Him from joining us even when he knows it's coming.",3756,3768,"This plan, made before time began, is how God would reveal who He is to us. God loves you. He has said it in His Word, and He has shown it in His actions.",1.000,,0.385,,TEXT_CHANGED+WHISPER_CHECK,
1461,3617,3636,"Then the outpouring of blessings given by God’s oath “on the heel” of the test is worth reading a few times. Genesis 22:16-18, Yahweh’s Oath (שבע sheva ) at the conclusion of Melody seven (שבע sheva ):",3778,3786,Then the outpouring of blessings given by God's oath on the heel of the test is worth reading a few times.,0.912,"Then the outpouring of blessings given by God’s oath “on the heel” of the test is worth reading a few times. Genesis 22:16-18, Yahweh’s Oath (שבע sheva) at the conclusion of Melody seven (שבע sheva):",1.000,,TEXT_CHANGED,
1499,3690,3703,3:15 And I will set hostility,2620,2622,And Tarak died in Heron.,0.392,3:15 And I will set hostility,1.000,YES,SCRIPTURE_LOW_CONF,
1505,3690,3703,he will strike your head,4728,4730,Use any translation you like.,0.462,he will strike your head,1.000,YES,SCRIPTURE_OK,
1507,3690,3703,"and you will strike his heel .""",2606,2609,"And Heron died before his father, Tarak.",0.515,"and you will strike his heel.""",1.000,YES,SCRIPTURE_OK,
1509,3703,3719,"However, the people would have to wait a long time until God repeats these specific notes. The Genesis Melody won't fail, but it does require waiting patiently for God’s perfect timing.",3860,3866,"However, the people would have to wait a long time until God repeats these specific notes.",1.000,"However, the people would have to wait a long time until God repeats these specific notes. The Genesis Melody won't fail, but it does require waiting patiently for God’s perfect timing.",1.000,,TEXT_CHANGED,
1514,3719,3732,Seeing the Melody in the New Testament,3195,3199,Part 3. The Melody points to Jesus.,0.535,Seeing the Melody in the New Testament,1.000,,MANUAL_REVIEW,
1516,3732,3767,"We’ll briefly pause our review of Genesis and consider The Genesis Melody as it plays out in the Gospel According to Luke. You probably know that cycle of the melody well. 3 In Luke, the story opens with God’s Spirit creating life in two impossible places of non-life: a barren womb long past childbearing and one that had never known a man. Luke starts, not just with the birth of Jesus to the virgin Mary, but with the interwoven story of John the Baptist’s birth to Zechariah and Elizabeth. The author of this story saw that even the names of the parents were significant:",3893,3907,"In Luke, the story opens with God's spirit creating life in two impossible places of non-life, a barren womb long past child bearing, and one that had never known a man.",0.447,"We’ll briefly pause our review of Genesis and consider The Genesis Melody as it plays out in the Gospel According to Luke. You probably know that cycle of the melody well.3 In Luke, the story opens with God’s Spirit creating life in two impossible places of non-life: a barren womb long past childbearing and one that had never known a man. Luke starts, not just with the birth of Jesus to the virgin Mary, but with the interwoven story of John the Baptist’s birth to Zechariah and Elizabeth. The author of this story saw that even the names of the parents were significant:",0.999,,MANUAL_REVIEW,
1529,3767,3793,"Zechariah, from the Hebrew Zakar-Yah זכר יה , means “Yahweh Remembered, zakar.” 8 It's that zakar word again, the one that means “acts on his promise.” Compare that with Genesis 8:1, “Elohim remembered, zakar, Noah” 8 or 19:29, “Yahweh remembered, zakar, Avraham.”",3931,3936,"It's the Zakar word again, the one that means axe on his promise.",0.764,"* Zechariah, from the Hebrew Zakar-Yah זכריה, means “Yahweh Remembered, zakar.”8 It's that zakar word again, the one that means “acts on his promise.” Compare that with Genesis 8:1, “Elohim remembered, zakar, Noah”8 or 19:29, “Yahweh remembered, zakar, Avraham.”",0.994,,LOW_CONFIDENCE,
1537,3793,3806,"Elizabeth, from the Hebrew Eli-Sheva אלי שבע , means “My Elohim’s Oath”. It’s that sheva, oath, word again! Compare that with 22:16, “I swear an oath (שבע sheva).”",3946,3952,Elizabeth from the Hebrew Ely Sheva means My Elohim's Oath.,0.935,"* Elizabeth, from the Hebrew Eli-Sheva אלישבע, means “My Elohim’s Oath”. It’s that sheva, oath, word again! Compare that with 22:16, “I swear an oath (שבע sheva).”",0.997,,TEXT_CHANGED,
1543,3806,3844,"Zechariah and Elizabeth are set up as clear mirrors of Avraham and Sarah, childless at a good old age. And if you put their names together, you literally have ""Yahweh Remembered His Oath from Genesis 22 !"" OK, I admit, I added that last bit. The authors who handed over source material to the gentile Luke, see Luke 1:1, saw this melody! They worked with Luke to share the Good News about Jesus to all the nations via the same Creation notes that echo Genesis, now appearing in Luke 1-2.",3961,3969,"Zachariah and Elizabeth are set up as clear mirrors of Abraham and Sarah, childless at a good old age.",0.587,,0.560,,MANUAL_REVIEW,
1554,3844,3897,"Luke's story then has a Choice in the wilderness for forty days and a matching Test in Gethsemane before the end. There is a journey with Jesus, just like Avram's journey with Yahweh, and a Division with the leaders of Israel (that's putting it lightly). Then a reply of the seventh cycle Collapse at the cross. 6 Finally, this is the most important part, what comes after a Collapse? The author of life allows His own body, His Son, to experience Collapse, from which God will… You know exactly what happened next, on the third day no less, see Genesis 22:4. The Genesis Melody has been written in Scripture for a thousand years. Jesus surely said many similar things on the road to Emmaus in Luke 24, as he ""opened the Scriptures"" to his disciples. 3",4008,4015,"There is a journey with Jesus just like Abrams' journey with Yahweh and a division with the leaders of Israel, that's putting it lightly.",0.410,,0.610,,MANUAL_REVIEW,
1573,3897,3945,"As for me, when this really sank in, it made me want to be a pattern breaker and join God’s story. I've carefully read, reflected on, and discussed His Word. I now see myself within this grand message of hope and love. I've been promised that it is possible to help bring life. I choose to live in right-relationship with Yahweh. I am part of Avraham’s seed and want to do my part in bringing blessing to the nations. Now,... how do I do it? How can I receive the Spirit, partner with God, and bring about creation, life, and blessing in my generation? It sounds complex, but the first step is actually easy,... trust Jesus, listen to His voice.",4066,4074,"I've carefully read, reflected on, and discussed His word. I now see myself within this grand message of hope and love.",0.529,"As for me, when this really sank in, it made me want to be a pattern breaker, join God’s story, and be part of the work He is doing. I've carefully read, reflected on, and discussed His Word. I now see myself within this grand message of hope and love. I've been promised that it is possible to help bring life. I choose to live in right-relationship with Yahweh. I am part of Avraham’s seed and want to do my part in bringing blessing to the nations. Now,... how do I do it? How can I receive the Spirit, partner with God, and bring about creation, life, and blessing in my generation? It sounds complex, but the first step is actually easy,... trust Jesus, listen to His voice.",0.968,,MANUAL_REVIEW,
1584,3945,3964,"No word from the Lord is unimportant, so it’s wise to study the New Testament even more diligently than the Old. When studying His word you’ll find advice/commands for life and see the path Jesus laid out for his followers for then and now.",4108,4115,No word from the Lord is unimportant. So it's wise to study the New Testament even more diligently than the Old.,0.989,,0.417,,TEXT_CHANGED+WHISPER_CHECK,
1584,3964,3982,"For example, Jesus prayed aloud His plan for us during the Last Supper, recorded in John 17:20-26. Life is an intentional choice to be united through love with God and His images. Jesus knew that we needed encouragement to avoid the Division of Relationships.",4126,4134,"For example, Jesus prayed aloud His plan for us during the last supper, recorded in John 17, 20 through 26.",0.795,,0.442,,LOW_CONFIDENCE+WHISPER_CHECK,
1584,3982,4004,"He had seen the Bible’s message play out in his generation, just like us. Perfect unity through abiding (meno) love between all the images of God, the Father, and the Son. Everything else in the Bible is an implementation detail of that simple, primary premise.",4153,4162,"Perfect unity through abiding, men, oh, love between all the images of God with the Father and the Son.",0.822,,0.413,,LOW_CONFIDENCE+WHISPER_CHECK,
1584,4004,4021,We have to choose unity in Jesus to avoid the characteristic human cycle. That plan also reminds me of something we like to say at BibleProject:,4168,4174,We have to choose unity in Jesus to avoid the characteristic human cycle.,0.986,,0.366,,TEXT_CHANGED+WHISPER_CHECK,
1586,4034,4040,"However, when I look at my life, how I use my time, where I invest my given resouces,…",4192,4202,"However, when I look at my life, how I use my time, where I invest my given resources, do I make the choice that leads to life with every little choice I make?",0.689,"However, when I look at my life, how I use my time, where I invest my given resources,…",0.994,,LOW_CONFIDENCE,
1589,4040,4045,Do I make the Choice that leads to life with every little choice I make?,4192,4202,"However, when I look at my life, how I use my time, where I invest my given resources, do I make the choice that leads to life with every little choice I make?",0.631,Do I make the Choice that leads to life with every little choice I make?,1.000,,LOW_CONFIDENCE,
1591,4045,4049,Do I contribute to Division and fear Collapse ?,4202,4212,Do I contribute to division and fear collapse? Do I have eyes to see and ears to hear God's melody? What is God clearly going to do next?,0.506,Do I contribute to Division and fear Collapse?,1.000,,MANUAL_REVIEW,
1593,4049,4053,Do I have eyes to see and ears to hear God’s melody?,4202,4212,Do I contribute to division and fear collapse? Do I have eyes to see and ears to hear God's melody? What is God clearly going to do next?,0.546,Do I have eyes to see and ears to hear God’s melody?,1.000,,MANUAL_REVIEW,
1596,4053,4057,What is God clearly going to do next?,3195,3199,Part 3. The Melody points to Jesus.,0.464,What is God clearly going to do next?,1.000,,MANUAL_REVIEW,
1600,4057,4063,"He does not prevent the Collapse, even though that seems good in our eyes",4213,4225,"He does not prevent the collapse, even though that seems good in our eyes, but instead he goes through it with us, and there will be a Genesis coming soon after.",0.629,,0.533,,LOW_CONFIDENCE+WHISPER_CHECK,
1602,4063,4069,", but instead He goes through it with us",4135,4141,Life is an intentional choice to be united through love with God and His images.,0.479,,0.493,,MANUAL_REVIEW,
1603,4069,4073,and there will be a genesis coming soon after. Will we choose to trust God in even this?,4226,4228,Will we choose to trust God and even this?,0.614,,0.606,,LOW_CONFIDENCE+WHISPER_CHECK,
1607,4073,4080,"Let the Bible reshape your understanding of the world, so that you can know|love Him more.",4229,4234,Let the Bible reshape your understanding of the world so that you can no love Him more.,0.983,,0.602,,OK+WHISPER_CHECK,
1608,4080,4091,"Make a Choice to become an image of God who receives to see good , then builds and gives in every part of the melody.",4234,4243,"Make a choice to become an image of God who receives to see good, then builds and gives in every part of the melody.",1.000,"Let the Bible reshape your understanding of the world, so that you can know|love Him more. Make a Choice to become an image of God who receives to see good, then builds and gives in every part of the melody.",0.709,,OK,
1615,4091,4120,"The melody in Genesis, of course, doesn’t end in chapter 22. If you read Matthew 24:1-14, it’s clear Jesus knew the inevitable path of typical human choices across every generation, and he prepared his disciples for what was coming. The cycle would not end even with Jesus’ resurrection.",4245,4255,"Beyond Genesis 22, after the Shathicycle, the melody and Genesis, of course, doesn't end in chapter 22.",0.776,,0.608,,LOW_CONFIDENCE+WHISPER_CHECK,
1621,4120,4134,"Something did change that day, but the difference is not what you would see with your eyes. Hearts aren’t changed in our world today either, so every generation, including ours, faces the same challenges.",4269,4278,"The cycle would not end even with Jesus' resurrection. Something did change that day, but the difference is not what you would see with your eyes.",0.881,,0.477,,TEXT_CHANGED+WHISPER_CHECK,
1625,4134,4149,"Yahweh, the one who IS, has always known the answer, and He has made it known to us through His Son, completing a test, revealing the truth. God really loves you.",4287,4297,"Yahweh, the one who is, has always known the answer, and He has made it known to us through His Son, completing a test for revealing the truth.",0.987,,0.394,,TEXT_CHANGED+WHISPER_CHECK,
1630,4149,4172,"After the mountaintop, you should also read chapter 23. It is a wonderfully symbolic story about paying the full price for the land. You can meditate with me about why that is important. How does that square with Yahweh promising to just give the land in Genesis 12:7 and 17:8? Shouldn’t we just receive the free Eden gift?",4301,4310,"After the mountaintop, you should also read chapter 23. It's a wonderfully symbolic story about paying the full price for the land.",0.914,,0.649,,TEXT_CHANGED+WHISPER_CHECK,
1636,4172,4189,"Interestingly, Avraham, like David later, declines the offer and is steadfast to pay the full price. They both refuse to make an offering/sacrifice that costs them nothing. Do I get it? Not yet",4325,4332,"Interestingly, Abraham, like David later, declines the offer and is steadfast to pay the full price.",0.674,,0.407,,LOW_CONFIDENCE+WHISPER_CHECK,
1640,4189,4197,". However, I feel like we should consider this story as significant after the 1-22 melody cycles.",4333,4346,"They both refuse to make an offering sacrifice that costs them nothing. Do I get it? Not yet. However, I feel like we should consider the story as significant after the 1-22 melody cycles.",0.657,,0.397,,LOW_CONFIDENCE+WHISPER_CHECK,
1643,4197,4248,"And the story keeps going after Genesis 23. The eighth melody cycle ends with Avraham's death and the scattering of his various sons. He takes a third wife and has six more sons in chapter 25 (oh my). The biblical authors aren’t selling “happily ever after” stories; they are communicating the choices we humans ma ke and how God works through it all (consider Jacob!). After Avraham is old and complete (sheva), he is “gathered to hi s people” in 25:8. The melody, however, continues generation after generation with Rivqah (Rebecca) and Yitskhaq (Isaac), then Jacob and Esau, Judah and Joseph, and on into our lives.",4405,4409,"He takes a third wife and has six more sons in chapter 25, oh my.",0.442,"Anyway, the story keeps going after Genesis 23. The eighth melody cycle, 22:20-25:18, ends with Avraham's death and the scattering of his various sons. He takes a third wife and has six more sons in chapter 25 (oh my). The biblical authors aren’t selling “happily ever after” stories; they are communicating the choices we humans make and how God works through it all (consider Jacob!). After Avraham is old and complete (sheva), he is “gathered to his people” in 25:8. The melody, however, continues generation after generation with Rivqah (Rebecca) and Yitskhaq (Isaac), then Jacob and Esau, Judah and Joseph, and on into our lives.",0.986,,MANUAL_REVIEW,
1656,4248,4251,Extra Sheva Observations,4446,4447,Extra Shiva observations.,0.958,Extra Sheva Observations,1.000,,HEADING_SKIP,
1658,4251,4269,"To bring this discussion full circle, let’s return to Genesis once more to see evidence that these authors, with the help of the Spirit, already realized the significance of this forward pointing message in Genesis 21-22.",4448,4465,"To bring this discussion full circle, let's return to Genesis once more to see evidence that these authors, with the help of the Spirit, already realize the significance of this forward-pointing message and Genesis 21-22.",0.984,"To bring this discussion full circle, let’s return to Genesis once more to see evidence that these authors, with the help of the Spirit, already realized the significance of this forward pointing message in Genesis 21-22.",1.000,,OK,
1665,4269,4292,"Throughout Scripture the authors regularly highlight the most important concept of a literary unit by using key repeated words, known as lead words . In this seventh cycle of the melody, which goes from the voice in the sky bringing life to Hagar and Ishmael, through the binding of Isaac, the primary lead word is clearly sheva",4477,4488,"In this 7th cycle of the melody, which goes from the voice in the sky bringing life to Hegar and Ishmael through the binding of Isaac, the primary lead word is clearly Shiva.",0.682,"Throughout Scripture the authors regularly highlight the most important concept of a literary unit by using key repeated words, known as lead words. In this seventh cycle of the melody, which goes from the voice in the sky bringing life to Hagar and Ishmael, through the binding of Isaac, the primary lead word is clearly sheva. The same Hebrew letters of sheva, שבע, form multiple Hebrew words. Think of it like the English letters lead, which has multiple meanings: lead the way, pencil lead, or leader. The Hebrew word sheva, שבע, means seven, oath, and, later, completion, making it a very significant word. Perhaps you've noticed the number 7 gets used a lot.",0.669,,LOW_CONFIDENCE+WHISPER_CHECK,
1670,4292,4313,". The same Hebrew letters of sheva, שבע, form multiple Hebrew words. Think of it like the English letters lead, which has multiple meanings: lead the way, pencil lead, or leader. The Hebrew word sheva, שבע, means seven, oath, and, later, completion, making it a very significant word. Perhaps you’ve noticed the number 7 gets used a lot.",4489,4498,"The same Hebrew letters of Shiva form multiple Hebrew words. Think of it like the English letters for the word lead, which has multiple meetings.",0.735,"Throughout Scripture the authors regularly highlight the most important concept of a literary unit by using key repeated words, known as lead words. In this seventh cycle of the melody, which goes from the voice in the sky bringing life to Hagar and Ishmael, through the binding of Isaac, the primary lead word is clearly sheva. The same Hebrew letters of sheva, שבע, form multiple Hebrew words. Think of it like the English letters lead, which has multiple meanings: lead the way, pencil lead, or leader. The Hebrew word sheva, שבע, means seven, oath, and, later, completion, making it a very significant word. Perhaps you've noticed the number 7 gets used a lot.",0.662,,LOW_CONFIDENCE+WHISPER_CHECK,
